what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1471672947547
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1471672947810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471672975317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471672976471
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471672993222
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471672996212
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471673036990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471673039895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471673071435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471673076805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1471673088061
